NOT RECORDING THIS RUN ...
('connect ', '3fb003fab46847418b11210ddec4bf6f')
0.0000, 0.0000, 37.0000, 148.3900, 0.8760, 3.4907, 
0.0000, 0.0000, 37.0000, 148.3900, 0.8760, 3.4907, 
0.0000, 0.0000, 37.0000, 148.3900, 7.0079, 3.4907, 
0.0000, 0.0000, 37.0000, 148.3900, 7.0079, 3.4907, 
0.0000, 0.0000, 37.0000, 148.3900, 7.0079, 3.4907, 
1.0000, 0.6446, 37.0000, 148.3900, 10.0738, 3.4907, 
1.0000, 0.6446, 37.0000, 148.3900, 10.0738, 3.4907, 
1.0000, 0.6446, 37.0000, 148.3900, 10.0738, 3.4907, 
0.5737, 4.0267, 37.0000, 148.3900, 11.8256, 3.4907, 
0.5737, 4.0267, 37.0000, 148.3900, 11.8256, 3.4907, 
0.5737, 4.0267, 37.0000, 148.3900, 11.8256, 3.4907, 
0.2786, 5.0414, 37.0000, 148.3900, 13.1395, 3.4907, 
0.2786, 5.0414, 37.0000, 148.3900, 13.1395, 3.4907, 
0.2786, 5.0414, 37.0000, 148.3900, 13.1395, 3.4907, 
0.1045, 1.7661, 36.9866, 148.3854, 7.4075, 3.4905, 
0.1045, 1.7661, 36.9866, 148.3854, 7.4075, 3.4905, 
0.1045, 1.7661, 36.9866, 148.3854, 7.4075, 3.4905, 
0.0000, -1.8566, 36.9615, 148.3758, 1.7882, 3.4916, 
0.0000, -1.8566, 36.9615, 148.3758, 1.7882, 3.4916, 
0.0000, -1.8566, 36.9615, 148.3758, 1.7882, 3.4916, 
0.5670, -0.2450, 36.9304, 148.3645, 3.6921, 3.4923, 
0.5670, -0.2450, 36.9304, 148.3645, 3.6921, 3.4923, 
0.5670, -0.2450, 36.9304, 148.3645, 3.6921, 3.4923, 
1.0000, 0.2915, 36.8556, 148.3373, 2.4447, 3.4923, 
1.0000, 0.2915, 36.8556, 148.3373, 2.4447, 3.4923, 
1.0000, 0.2915, 36.8556, 148.3373, 2.4447, 3.4923, 
1.0000, -0.2311, 36.7681, 148.3056, 2.2860, 3.4921, 
1.0000, -0.2311, 36.7681, 148.3056, 2.2860, 3.4921, 
1.0000, -0.2311, 36.7681, 148.3056, 2.2860, 3.4921, 
1.0000, 2.0965, 36.6436, 148.2623, 3.7366, 3.4908, 
1.0000, 2.0965, 36.6436, 148.2623, 3.7366, 3.4908, 
1.0000, 2.0965, 36.6436, 148.2623, 3.7366, 3.4908, 
1.0000, 1.6898, 36.4964, 148.2116, 4.6311, 3.4892, 
1.0000, 1.6898, 36.4964, 148.2116, 4.6311, 3.4892, 
1.0000, 1.6898, 36.4964, 148.2116, 4.6311, 3.4892, 
1.0000, 1.1746, 36.3249, 148.1521, 5.3563, 3.4878, 
1.0000, 1.1746, 36.3249, 148.1521, 5.3563, 3.4878, 
1.0000, 1.1746, 36.3249, 148.1521, 5.3563, 3.4878, 
1.0000, 1.0442, 36.1793, 148.1015, 5.9476, 3.4867, 
1.0000, 1.0442, 36.1793, 148.1015, 5.9476, 3.4867, 
1.0000, 1.0442, 36.1793, 148.1015, 5.9476, 3.4867, 
1.0000, 2.3315, 35.9600, 148.0272, 6.8027, 3.4841, 
1.0000, 2.3315, 35.9600, 148.0272, 6.8027, 3.4841, 
1.0000, 2.3315, 35.9600, 148.0272, 6.8027, 3.4841, 
1.0000, 1.7717, 35.7100, 147.9435, 7.7112, 3.4811, 
1.0000, 1.7717, 35.7100, 147.9435, 7.7112, 3.4811, 
1.0000, 1.7717, 35.7100, 147.9435, 7.7112, 3.4811, 
1.0000, 2.4683, 35.3537, 147.8268, 8.8381, 3.4760, 
1.0000, 2.4683, 35.3537, 147.8268, 8.8381, 3.4760, 
1.0000, 2.4683, 35.3537, 147.8268, 8.8381, 3.4760, 
0.9903, 1.7947, 35.0341, 147.7234, 9.7230, 3.4718, 
0.9903, 1.7947, 35.0341, 147.7234, 9.7230, 3.4718, 
0.9903, 1.7947, 35.0341, 147.7234, 9.7230, 3.4718, 
0.8966, 3.5598, 34.7750, 147.6422, 10.3179, 3.4674, 
0.8966, 3.5598, 34.7750, 147.6422, 10.3179, 3.4674, 
0.8966, 3.5598, 34.7750, 147.6422, 10.3179, 3.4674, 
0.8217, 3.7584, 34.3101, 147.5032, 11.2083, 3.4575, 
0.8217, 3.7584, 34.3101, 147.5032, 11.2083, 3.4575, 
0.8217, 3.7584, 34.3101, 147.5032, 11.2083, 3.4575, 
0.7723, 2.8063, 34.0119, 147.4163, 11.8850, 3.4514, 
0.7723, 2.8063, 34.0119, 147.4163, 11.8850, 3.4514, 
0.7723, 2.8063, 34.0119, 147.4163, 11.8850, 3.4514, 
0.6880, 1.6280, 33.6029, 147.2966, 12.0880, 3.4450, 
0.6880, 1.6280, 33.6029, 147.2966, 12.0880, 3.4450, 
0.6880, 1.6280, 33.6029, 147.2966, 12.0880, 3.4450, 
0.6211, 1.5830, 33.0625, 147.1391, 12.9692, 3.4386, 
0.6211, 1.5830, 33.0625, 147.1391, 12.9692, 3.4386, 
0.6211, 1.5830, 33.0625, 147.1391, 12.9692, 3.4386, 
0.6002, 2.3321, 32.7249, 147.0428, 13.4542, 3.4344, 
0.5102, 0.0598, 32.3810, 146.9440, 13.5066, 3.4315, 
0.5102, 0.0598, 32.3810, 146.9440, 13.5066, 3.4315, 
0.5102, 0.0598, 32.3810, 146.9440, 13.5066, 3.4315, 
0.4549, 0.4601, 31.9100, 146.8076, 13.8388, 3.4294, 
0.4549, 0.4601, 31.9100, 146.8076, 13.8388, 3.4294, 
0.4549, 0.4601, 31.9100, 146.8076, 13.8388, 3.4294, 
0.4406, 0.9929, 31.5480, 146.7036, 14.2671, 3.4270, 
0.4406, 0.9929, 31.5480, 146.7036, 14.2671, 3.4270, 
0.4406, 0.9929, 31.5480, 146.7036, 14.2671, 3.4270, 
0.3964, 1.6056, 31.0571, 146.5656, 14.5902, 3.4236, 
0.3964, 1.6056, 31.0571, 146.5656, 14.5902, 3.4236, 
0.3964, 1.6056, 31.0571, 146.5656, 14.5902, 3.4236, 
0.3399, 2.4001, 30.5574, 146.4303, 14.8070, 3.4181, 
0.3399, 2.4001, 30.5574, 146.4303, 14.8070, 3.4181, 
0.3399, 2.4001, 30.5574, 146.4303, 14.8070, 3.4181, 
0.2921, 0.3530, 29.9260, 146.2600, 14.4802, 3.4132, 
0.2921, 0.3530, 29.9260, 146.2600, 14.4802, 3.4132, 
0.2921, 0.3530, 29.9260, 146.2600, 14.4802, 3.4132, 
0.2535, -0.3971, 29.4139, 146.1194, 14.6150, 3.4120, 
0.2535, -0.3971, 29.4139, 146.1194, 14.6150, 3.4120, 
0.2535, -0.3971, 29.4139, 146.1194, 14.6150, 3.4120, 
0.2713, -0.0591, 28.8981, 145.9768, 14.7376, 3.4117, 
0.2713, -0.0591, 28.8981, 145.9768, 14.7376, 3.4117, 
0.2713, -0.0591, 28.8981, 145.9768, 14.7376, 3.4117, 
0.2422, 0.6556, 28.5053, 145.8691, 15.3984, 3.4110, 
0.2422, 0.6556, 28.5053, 145.8691, 15.3984, 3.4110, 
0.2422, 0.6556, 28.5053, 145.8691, 15.3984, 3.4110, 
